Internal ID Number,Name,Common Name,Type,Constellation,V,RAJ2000,DEJ2000
Gal_Vir_IC 3356,IC 3356,,Gal,Virgo,15.0,186.7003,11.5667
Gal_Vir_IC 3357,IC 3357,,Gal,Virgo,15.0,186.7003,9.75
notype_Com_IC 3360,IC 3360,,-,Coma Berenices,,186.7003,26.05
Gal_Vir_NGC 4418,NGC 4418,,Gal,Virgo,14.0,186.7253,-0.85
Gal_Com_NGC 4419,NGC 4419,,Gal,Coma Berenices,11.1,186.7253,15.05
Str_Vir_IC 3354,IC 3354,,Str,Virgo,,186.7253,12.1
Gal_Vir_IC 3358,IC 3358,,Gal,Virgo,15.0,186.7253,11.65
notype_Com_IC 3359,IC 3359,,-,Coma Berenices,,186.7253,23.5
notype_Com_IC 3362,IC 3362,,-,Coma Berenices,,186.7253,26.6834
Gal_Vir_NGC 4420,NGC 4420,,Gal,Virgo,13.0,186.7503,2.5
Gal_Com_NGC 4421,NGC 4421,,Gal,Coma Berenices,11.6,186.7503,15.4667
Gal_Com_IC  791,IC  791,,Gal,Coma Berenices,14.0,186.7503,22.6334
notype_Vir_IC 3361,IC 3361,,-,Virgo,,186.7503,10.6334
Gal_Vir_IC 3363,IC 3363,,Gal,Virgo,15.0,186.7503,12.55
Gal_Vir_NGC 4423,NGC 4423,,Gal,Virgo,14.0,186.7753,5.8667
Gal_Com_IC  792,IC  792,,Gal,Coma Berenices,15.0,186.7753,16.3334
notype_Com_IC 3364,IC 3364,,-,Coma Berenices,,186.7753,25.5667
Gal_Com_IC 3365,IC 3365,,Gal,Coma Berenices,14.0,186.7753,15.9
Gal_Vir_NGC 4424,NGC 4424,,Gal,Virgo,11.6,186.8003,9.4167
Gal_Vir_NGC 4425,NGC 4425,,Gal,Virgo,11.9,186.8003,12.7334
Str_Com_NGC 4426,NGC 4426,,Str,Coma Berenices,,186.8003,27.8501
Str_Com_NGC 4427,NGC 4427,,Str,Coma Berenices,,186.8003,27.8501
Gal_Com_IC 3367,IC 3367,,Gal,Coma Berenices,16.0,186.8003,26.9501
Gal_Vir_NGC 4422,NGC 4422,,Gal,Virgo,14.0,186.8253,-5.8167
Gal_Dra_NGC 4441,NGC 4441,,Gal,Draco,14.0,186.8253,64.8001
notype_Vir_IC 3366,IC 3366,,-,Virgo,,186.8253,9.4167
notype_Com_IC 3368,IC 3368,,-,Coma Berenices,,186.8253,16.4167
notype_Com_IC 3369,IC 3369,,-,Coma Berenices,,186.8253,16.0334
Gal_Vir_IC 3371,IC 3371,,Gal,Virgo,15.0,186.8253,10.8667
Gal_Vir_NGC 4429,NGC 4429,,Gal,Virgo,10.2,186.8503,11.1167
Gal_Vir_NGC 4430,NGC 4430,,Gal,Virgo,12.0,186.8503,6.25
notype_Com_IC 3372,IC 3372,,-,Coma Berenices,,186.8503,25.2834
Gal_Vir_NGC 4428,NGC 4428,,Gal,Virgo,13.0,186.8753,-8.1667
Gal_Vir_NGC 4431,NGC 4431,,Gal,Virgo,12.8,186.8753,12.3
Gal_Vir_NGC 4434,NGC 4434,,Gal,Virgo,13.0,186.8753,8.15
notype_Com_IC 3373,IC 3373,,-,Coma Berenices,,186.8753,25.45
Gal_Vir_IC 3374,IC 3374,,Gal,Virgo,16.0,186.8753,9.9834
Gal_Vir_NGC 4432,NGC 4432,,Gal,Virgo,15.0,186.9003,6.2334
Gal_Vir_NGC 4433,NGC 4433,,Gal,Virgo,13.0,186.9003,-8.2833
Gal_Cen_IC 3370,IC 3370,,Gal,Centaurus,11.1,186.9003,-39.3334
Gal_Vir_NGC 4435,NGC 4435,The Eyes,Gal,Virgo,10.9,186.9253,13.0834
Gal_Vir_NGC 4436,NGC 4436,,Gal,Virgo,13.1,186.9253,12.3167
notype_Com_IC 3375,IC 3375,,-,Coma Berenices,,186.9253,27.3667
Gal_Vir_NGC 4438,NGC 4438,The Eyes,Gal,Virgo,10.1,186.9503,13.0167
Gal_Hya_NGC 4456,NGC 4456,,Gal,Hydra,15.0,186.9503,-30.1167
Gal_Com_IC 3376,IC 3376,,Gal,Coma Berenices,14.0,186.9503,26.9834
Gal_Vir_NGC 4440,NGC 4440,,Gal,Virgo,11.8,186.9753,12.3
notype_Com_IC 3377,IC 3377,,-,Coma Berenices,,186.9753,24.9334
notype_Vir_IC  793,IC  793,,-,Virgo,,187.0003,9.4334
Gal_Vir_NGC 4442,NGC 4442,,Gal,Virgo,10.5,187.0253,9.8
Str_Vir_NGC 4443,NGC 4443,,Str,Virgo,,187.0253,13.1334
Gal_Vir_IC  794,IC  794,,Gal,Virgo,,187.0253,12.1
notype_Com_IC 3378,IC 3378,,-,Coma Berenices,,187.0253,17.3
notype_Com_IC 3379,IC 3379,,-,Coma Berenices,,187.0253,17.3
notype_Com_IC 3380,IC 3380,,-,Coma Berenices,,187.0253,26.6667
Gal_Com_NGC 4446,NGC 4446,,Gal,Coma Berenices,15.0,187.0503,13.9167
Gal_Com_NGC 4448,NGC 4448,,Gal,Coma Berenices,11.1,187.0503,28.6167
Gal_CVn_NGC 4449,NGC 4449,,Gal,Canes Venatici,9.4,187.0503,44.1001
Gal_Com_IC 3382,IC 3382,,Gal,Coma Berenices,16.0,187.0503,13.55
Gal_Vir_IC 3383,IC 3383,,Gal,Virgo,15.0,187.0503,10.2834
notype_Com_IC 3384,IC 3384,,-,Coma Berenices,,187.0503,25.0834
notype_Com_IC 3385,IC 3385,,-,Coma Berenices,,187.0503,25.4334
Gal_Vir_NGC 4445,NGC 4445,,Gal,Virgo,12.8,187.0753,9.4334
Gal_Com_NGC 4447,NGC 4447,,Gal,Coma Berenices,15.0,187.0753,13.9
Gal_Vir_IC 3381,IC 3381,,Gal,Virgo,,187.0753,11.7834
notype_Com_IC 3387,IC 3387,,-,Coma Berenices,,187.0753,28.0001
OpC_Cru_NGC 4439,NGC 4439,,OpC,Crux,8.4,187.1003,-60.1001
notype_Vir_IC 3386,IC 3386,,-,Virgo,,187.1003,13.1834
Gal_Vir_IC 3388,IC 3388,,Gal,Virgo,15.0,187.1003,12.8167
notype_Com_IC 3389,IC 3389,,-,Coma Berenices,,187.1003,27.8501
Gal_Com_IC 3391,IC 3391,,Gal,Coma Berenices,14.0,187.1003,18.4
Gal_Com_NGC 4450,NGC 4450,,Gal,Coma Berenices,10.1,187.1253,17.0834
Gal_Com_IC  795,IC  795,,Gal,Coma Berenices,15.0,187.1253,23.3
notype_Com_IC 3390,IC 3390,,-,Coma Berenices,,187.1253,24.8167
Gal_Cen_NGC 4444,NGC 4444,,Gal,Centaurus,,187.1503,-43.2667
Gal_Vir_NGC 4451,NGC 4451,,Gal,Virgo,12.5,187.1753,9.2667
Gal_Vir_NGC 4452,NGC 4452,,Gal,Virgo,12.4,187.1753,11.75
Gal_Vir_NGC 4453,NGC 4453,,Gal,Virgo,,187.1753,6.5
Gal_Com_NGC 4455,NGC 4455,,Gal,Coma Berenices,13.0,187.1753,22.8167
Gal_Com_IC 3392,IC 3392,,Gal,Coma Berenices,,187.1753,15.0
Gal_Vir_IC 3393,IC 3393,,Gal,Virgo,,187.1753,12.9167
notype_Com_IC 3395,IC 3395,,-,Coma Berenices,,187.1753,25.0334
notype_Com_IC 3396,IC 3396,,-,Coma Berenices,,187.1753,25.05
Gal_Vir_NGC 4454,NGC 4454,,Gal,Virgo,12.1,187.2003,-1.9333
Gal_CVn_NGC 4460,NGC 4460,,Gal,Canes Venatici,12.0,187.2003,44.8667
Gal_Com_IC 3394,IC 3394,,Gal,Coma Berenices,16.0,187.2003,26.7834
notype_Com_IC 3397,IC 3397,,-,Coma Berenices,,187.2003,25.7334
Gal_Vir_NGC 4484,NGC 4484,,Gal,Virgo,14.0,187.2253,-11.65
notype_Com_IC 3399,IC 3399,,-,Coma Berenices,,187.2253,25.7
Gal_Vir_NGC 4457,NGC 4457,,Gal,Virgo,10.8,187.2503,3.5667
Gal_Vir_NGC 4458,NGC 4458,,Gal,Virgo,12.1,187.2503,13.25
Gal_Com_NGC 4459,NGC 4459,,Gal,Coma Berenices,10.4,187.2503,13.9834
Gal_Vir_NGC 4461,NGC 4461,,Gal,Virgo,11.2,187.2503,13.1834
Str_Com_IC 3398,IC 3398,,Str,Coma Berenices,,187.2503,13.5667
notype_Vir_IC 3400,IC 3400,,-,Virgo,,187.2503,9.4
notype_Com_IC 3401,IC 3401,,-,Coma Berenices,,187.2503,26.4667
Gal_Com_IC 3402,IC 3402,,Gal,Coma Berenices,16.0,187.2503,28.8501
Gal_Com_IC 3403,IC 3403,,Gal,Coma Berenices,16.0,187.2503,24.6334
notype_CVn_IC 3405,IC 3405,,-,Canes Venatici,,187.2503,37.7334
Gal_Com_IC 3407,IC 3407,,Gal,Coma Berenices,15.0,187.2503,27.7834
Gal_Com_IC 3406,IC 3406,,Gal,Coma Berenices,16.0,187.2753,27.6334
Gal_Com_IC 3410,IC 3410,,Gal,Coma Berenices,16.0,187.2753,19.0
notype_Vir_IC 3404,IC 3404,,-,Virgo,,187.3003,7.15
notype_Com_IC 3411,IC 3411,,-,Coma Berenices,,187.3003,24.5834
Gal_Crv_NGC 4462,NGC 4462,,Gal,Corvus,12.0,187.3253,-23.1667
Str_Vir_IC 3408,IC 3408,,Str,Virgo,,187.3253,11.8834
Gal_Vir_IC 3412,IC 3412,,Gal,Virgo,15.0,187.3253,9.9834
Gal_Vir_NGC 4464,NGC 4464,,Gal,Virgo,12.7,187.3503,8.1667
Gal_Vir_NGC 4465,NGC 4465,,Gal,Virgo,15.0,187.3503,8.0334
Gal_Com_IC  796,IC  796,,Gal,Coma Berenices,14.0,187.3503,16.4
Gal_Com_IC 3409,IC 3409,,Gal,Coma Berenices,17.0,187.3503,14.7667
Gal_Vir_IC 3413,IC 3413,,Gal,Virgo,,187.3503,11.4334
Gal_Vir_IC 3414,IC 3414,,Gal,Virgo,,187.3503,6.7667
notype_Com_IC 3415,IC 3415,,-,Coma Berenices,,187.3503,26.7667
Gal_Vir_NGC 4466,NGC 4466,,Gal,Virgo,15.0,187.3753,7.7
Gal_Vir_NGC 4467,NGC 4467,,Gal,Virgo,14.5,187.3753,8.0
Gal_Com_NGC 4468,NGC 4468,,Gal,Coma Berenices,13.0,187.3753,14.05
Gal_Vir_NGC 4469,NGC 4469,,Gal,Virgo,12.0,187.3753,8.75
Gal_Vir_NGC 4470,NGC 4470,,Gal,Virgo,13.0,187.4003,7.8167
Gal_Vir_IC 3416,IC 3416,,Gal,Virgo,15.0,187.4003,10.7834
OpC_Com_IC 3421,IC 3421,,OpC,Coma Berenices,,187.4003,26.2334
Gal_Vir_NGC 4471,NGC 4471,,Gal,Virgo,15.0,187.4253,7.9167
Str_Vir_IC 3417,IC 3417,,Str,Virgo,,187.4253,7.8667
Gal_Vir_IC 3418,IC 3418,,Gal,Virgo,,187.4253,11.4
notype_Com_IC 3419,IC 3419,,-,Coma Berenices,,187.4253,15.0334
Str_Com_IC 3420,IC 3420,,Str,Coma Berenices,,187.4253,13.45
notype_Com_IC 3422,IC 3422,,-,Coma Berenices,,187.4253,14.7
notype_Com_IC 3424,IC 3424,,-,Coma Berenices,,187.4253,24.4
Gal_Vir_NGC 4472,NGC 4472,M  49,Gal,Virgo,8.4,187.4503,8.0
Gal_Com_NGC 4473,NGC 4473,,Gal,Coma Berenices,10.2,187.4503,13.4334
Gal_Com_NGC 4475,NGC 4475,,Gal,Coma Berenices,15.0,187.4503,27.2501
Gal_Dra_NGC 4481,NGC 4481,,Gal,Draco,15.0,187.4503,64.0501
notype_Com_IC 3423,IC 3423,,-,Coma Berenices,,187.4503,13.6667
Gal_Com_NGC 4474,NGC 4474,,Gal,Coma Berenices,11.8,187.4753,14.0667
Gal_Vir_IC 3425,IC 3425,,Gal,Virgo,15.0,187.4753,10.6
OpC_Mus_NGC 4463,NGC 4463,,OpC,Musca,7.2,187.5003,-64.8001
Gal_Vir_NGC 4476,NGC 4476,,Gal,Virgo,12.3,187.5003,12.35
Gal_Com_NGC 4477,NGC 4477,,Gal,Coma Berenices,10.4,187.5003,13.6334
Str_Com_IC 3426,IC 3426,,Str,Coma Berenices,,187.5003,13.6
Gal_Vir_IC 3427,IC 3427,,Gal,Virgo,14.0,187.5253,10.7667
notype_Com_IC 3428,IC 3428,,-,Coma Berenices,,187.5253,23.6667
notype_Com_IC 3429,IC 3429,,-,Coma Berenices,,187.5253,23.55
Gal_Vir_NGC 4482,NGC 4482,,Gal,Virgo,14.0,187.5503,10.7834
Gal_Vir_IC 3430,IC 3430,,Gal,Virgo,15.0,187.5503,9.0667
Gal_Vir_NGC 4478,NGC 4478,,Gal,Virgo,11.2,187.5753,12.3334
Gal_Com_NGC 4479,NGC 4479,,Gal,Coma Berenices,12.5,187.5753,13.5834
Gal_Vir_NGC 4480,NGC 4480,,Gal,Virgo,12.4,187.6003,4.25
Str_Vir_IC 3431,IC 3431,,Str,Virgo,,187.6003,11.5834
Gal_Com_IC 3432,IC 3432,,Gal,Coma Berenices,15.0,187.6003,14.1667
notype_Com_IC 3433,IC 3433,,-,Coma Berenices,,187.6003,17.3
Gal_CVn_NGC 4485,NGC 4485,,Gal,Canes Venatici,12.0,187.6253,41.7001
Gal_Com_IC 3434,IC 3434,,Gal,Coma Berenices,15.0,187.6253,18.8
Gal_Com_IC 3436,IC 3436,,Gal,Coma Berenices,15.0,187.6253,19.65
Gal_CVn_NGC 4490,NGC 4490,,Gal,Canes Venatici,9.8,187.6503,41.6334
Gal_Com_IC 3435,IC 3435,,Gal,Coma Berenices,16.0,187.6503,15.1167
Gal_Vir_NGC 4483,NGC 4483,,Gal,Virgo,13.0,187.6753,9.0167
Gal_Vir_NGC 4486,NGC 4486,M  87,Gal,Virgo,8.6,187.7003,12.4
Gal_Com_NGC 4489,NGC 4489,,Gal,Coma Berenices,13.0,187.7003,16.75
Gal_Vir_IC 3437,IC 3437,,Gal,Virgo,15.0,187.7003,11.3334
Gal_Vir_NGC 4488,NGC 4488,,Gal,Virgo,13.0,187.7253,8.3667
Gal_Vir_NGC 4491,NGC 4491,,Gal,Virgo,12.5,187.7503,11.4834
Gal_Vir_NGC 4492,NGC 4492,,Gal,Virgo,12.5,187.7503,8.0834
notype_Vir_IC 3438,IC 3438,,-,Virgo,,187.7503,8.0834
notype_Com_IC 3439,IC 3439,,-,Coma Berenices,,187.7503,25.5667
Gal_Vir_NGC 4487,NGC 4487,,Gal,Virgo,11.0,187.7753,-8.05
notype_Vir_IC 3440,IC 3440,,-,Virgo,,187.7753,12.0334
Gal_Vir_NGC 4493,NGC 4493,,Gal,Virgo,15.0,187.8003,0.6167
Gal_Com_IC 3441,IC 3441,,Gal,Coma Berenices,15.0,187.8003,28.8501
notype_Com_IC 3444,IC 3444,,-,Coma Berenices,,187.8003,27.5501
Gal_Com_NGC 4495,NGC 4495,,Gal,Coma Berenices,14.0,187.8253,29.1501
Gal_Com_IC 3442,IC 3442,,Gal,Coma Berenices,,187.8253,14.1167
Gal_Vir_IC 3443,IC 3443,,Gal,Virgo,16.0,187.8253,12.3167
notype_Vir_IC 3445,IC 3445,,-,Virgo,,187.8253,12.7334
Gal_Vir_IC 3446,IC 3446,,Gal,Virgo,15.0,187.8253,11.4834
Gal_Com_NGC 4494,NGC 4494,,Gal,Coma Berenices,9.9,187.8503,25.7834
Gal_UMa_NGC 4500,NGC 4500,,Gal,Ursa Major,13.0,187.8503,57.9668
Str_Vir_IC 3447,IC 3447,,Str,Virgo,,187.8503,10.6667
notype_Com_IC 3448,IC 3448,,-,Coma Berenices,,187.8503,17.2
Str_Com_IC 3449,IC 3449,,Str,Coma Berenices,,187.8503,25.9167
Gal_Com_IC 3450,IC 3450,,Gal,Coma Berenices,,187.8503,26.8001
Gal_Com_IC 3451,IC 3451,,Gal,Coma Berenices,15.0,187.8503,28.8501
Gal_Vir_NGC 4497,NGC 4497,,Gal,Virgo,12.6,187.8753,11.6167
notype_Vir_IC 3452,IC 3452,,-,Virgo,,187.8753,11.6167
Gal_Com_IC 3453,IC 3453,,Gal,Coma Berenices,15.0,187.8753,14.85
Gal_Vir_NGC 4496,NGC 4496,,Gal,Virgo,12.0,187.9003,3.9333
Gal_Com_IC 3454,IC 3454,,Gal,Coma Berenices,16.0,187.9003,27.5001
Gal_Com_NGC 4498,NGC 4498,,Gal,Coma Berenices,13.0,187.9253,16.85
Gal_Dra_NGC 4510,NGC 4510,,Gal,Draco,14.0,187.9253,64.2501
notype_Com_IC 3455,IC 3455,,-,Coma Berenices,,187.9253,25.7834
notype_Com_IC 3456,IC 3456,,-,Coma Berenices,,187.9253,28.3501
notype_Com_IC 3458,IC 3458,,-,Coma Berenices,,187.9253,28.1501
Gal_Com_NGC 4529,NGC 4529,,Gal,Coma Berenices,15.0,187.9503,20.5
notype_Com_IC 3460,IC 3460,,-,Coma Berenices,,187.9503,27.3834
Gal_Dra_NGC 4513,NGC 4513,,Gal,Draco,14.0,187.9753,66.3334
Gal_Com_IC  797,IC  797,,Gal,Coma Berenices,14.0,187.9753,15.1167
Gal_Vir_IC 3457,IC 3457,,Gal,Virgo,,187.9753,12.65
Gal_Vir_IC 3459,IC 3459,,Gal,Virgo,15.0,187.9753,12.1667
Gal_Com_NGC 4501,NGC 4501,M  88,Gal,Coma Berenices,9.5,188.0003,14.4167
Gal_Vir_IC 3461,IC 3461,,Gal,Virgo,15.0,188.0003,11.8834
notype_Com_IC 3462,IC 3462,,-,Coma Berenices,,188.0003,15.3
Str_Com_IC 3464,IC 3464,,Str,Coma Berenices,,188.0003,26.0
Gal_Cen_NGC 4499,NGC 4499,,Gal,Centaurus,,188.0253,-39.9667
Gal_Com_NGC 4502,NGC 4502,,Gal,Coma Berenices,15.0,188.0253,16.7
Gal_Vir_NGC 4503,NGC 4503,,Gal,Virgo,11.1,188.0253,11.1834
Str_Vir_IC 3463,IC 3463,,Str,Virgo,,188.0253,12.3167
Gal_Com_NGC 4506,NGC 4506,,Gal,Coma Berenices,14.0,188.0503,13.4167
Gal_UMa_NGC 4511,NGC 4511,,Gal,Ursa Major,14.0,188.0503,56.4834
notype_Vir_IC 3465,IC 3465,,-,Virgo,,188.0503,12.0667
notype_Vir_IC 3466,IC 3466,,-,Virgo,,188.0503,11.8
notype_Com_IC 3469,IC 3469,,-,Coma Berenices,,188.0503,25.8
Gal_Vir_NGC 4504,NGC 4504,,Gal,Virgo,12.0,188.0753,-7.5667
notype_Vir_NGC 4505,NGC 4505,,-,Virgo,,188.0753,3.9833
notype_Vir_IC 3467,IC 3467,,-,Virgo,,188.0753,11.7834
Gal_Vir_IC 3468,IC 3468,,Gal,Virgo,,188.0753,10.2334
Gal_Com_IC 3471,IC 3471,,Gal,Coma Berenices,16.0,188.0753,16.0167
notype_Com_IC 3472,IC 3472,,-,Coma Berenices,,188.0753,24.7334
Gal_Com_IC 3473,IC 3473,,Gal,Coma Berenices,15.0,188.0753,18.2334
notype_Vir_NGC 4508,NGC 4508,,-,Virgo,,188.1003,5.8334
Gal_Vir_IC 3470,IC 3470,,Gal,Virgo,,188.1003,11.25
Gal_Com_NGC 4514,NGC 4514,,Gal,Coma Berenices,14.0,188.1253,29.7334
Gal_Com_IC  798,IC  798,,Gal,Coma Berenices,15.0,188.1253,15.4
Gal_Dra_NGC 4512,NGC 4512,,Gal,Draco,14.0,188.1503,63.9001
Gal_Vir_IC 3474,IC 3474,,Gal,Virgo,,188.1503,2.6667
Str_Com_IC 3477,IC 3477,,Str,Coma Berenices,,188.1503,26.05
Gal_Vir_IC 3475,IC 3475,,Gal,Virgo,13.3,188.1753,12.7667
Gal_Com_IC 3476,IC 3476,,Gal,Coma Berenices,12.7,188.1753,14.05
Gal_Com_IC 3478,IC 3478,,Gal,Coma Berenices,,188.1753,14.2
notype_Com_IC 3479,IC 3479,,-,Coma Berenices,,188.1753,25.4
notype_Com_IC 3480,IC 3480,,-,Coma Berenices,,188.1753,26.8334
notype_Vir_NGC 4437,NGC 4437,,-,Virgo,,188.2003,0.1167
Gal_Vir_NGC 4517,NGC 4517,,Gal,Virgo,10.5,188.2003,0.1167
Gal_Dra_NGC 4521,NGC 4521,,Gal,Draco,13.0,188.2003,63.9501
Gal_Vir_IC 3481,IC 3481,,Gal,Virgo,14.0,188.2253,11.4
PN_Cam_IC 3568,IC 3568,,PN,Camelopardalis,12.0,188.2253,82.5501
Gal_Com_NGC 4515,NGC 4515,,Gal,Coma Berenices,13.0,188.2503,16.25
notype_Com_IC 3482,IC 3482,,-,Coma Berenices,,188.2503,27.8334
Gal_CVn_NGC 4509,NGC 4509,,Gal,Canes Venatici,14.0,188.2753,32.1001
Gal_Com_NGC 4516,NGC 4516,,Gal,Coma Berenices,14.0,188.2753,14.5667
Gal_Com_IC 3484,IC 3484,,Gal,Coma Berenices,15.0,188.2753,17.4
Gal_Com_IC 3488,IC 3488,,Gal,Coma Berenices,,188.2753,26.35
Gal_Vir_NGC 4518,NGC 4518,,Gal,Virgo,15.0,188.3003,7.85
Gal_Vir_IC 3483,IC 3483,,Gal,Virgo,15.0,188.3003,11.35
Str_Vir_IC 3485,IC 3485,,Str,Virgo,,188.3003,9.2167
notype_Vir_IC 3486,IC 3486,,-,Virgo,,188.3003,12.8667
notype_Vir_IC 3487,IC 3487,,-,Virgo,,188.3003,9.4
Gal_Vir_IC 3489,IC 3489,,Gal,Virgo,15.0,188.3003,12.2334
Gal_Vir_IC 3490,IC 3490,,Gal,Virgo,16.0,188.3003,10.9167
Gal_Com_IC 3491,IC 3491,,Gal,Coma Berenices,,188.3003,27.1001
Gal_Vir_IC 3492,IC 3492,,Gal,Virgo,15.0,188.3003,12.85
Gal_Com_IC 3494,IC 3494,,Gal,Coma Berenices,,188.3003,27.5834
Str_Vir_IC 3493,IC 3493,,Str,Virgo,,188.3503,9.3834
Gal_Vir_NGC 4519,NGC 4519,,Gal,Virgo,11.7,188.3753,8.65
Gal_Com_IC 3495,IC 3495,,Gal,Coma Berenices,,188.3753,26.7834
Gal_Com_IC 3496,IC 3496,,Gal,Coma Berenices,,188.3753,26.7334
notype_Com_IC 3497,IC 3497,,-,Coma Berenices,,188.3753,25.4834
Str_Com_IC 3498,IC 3498,,Str,Coma Berenices,,188.3753,26.7334
Gal_Vir_NGC 4522,NGC 4522,,Gal,Virgo,13.0,188.4253,9.1667
notype_Vir_IC  799,IC  799,,-,Virgo,,188.4253,-7.4
Gal_Vir_IC 3499,IC 3499,,Gal,Virgo,13.3,188.4253,10.9834
Gal_Com_IC 3502,IC 3502,,Gal,Coma Berenices,,188.4253,26.6167
Gal_Vir_NGC 4520,NGC 4520,,Gal,Virgo,,188.4503,-7.3833
Gal_Com_NGC 4523,NGC 4523,,Gal,Coma Berenices,14.0,188.4503,15.1667
Gal_Crv_NGC 4524,NGC 4524,,Gal,Corvus,14.0,188.4503,-12.0167
Gal_Com_NGC 4525,NGC 4525,,Gal,Coma Berenices,13.0,188.4503,30.2834
notype_CVn_NGC 4530,NGC 4530,,-,Canes Venatici,,188.4503,41.3501
Gal_CVn_IC  801,IC  801,,Gal,Canes Venatici,15.0,188.4503,52.2501
Gal_Com_IC 3500,IC 3500,,Gal,Coma Berenices,15.0,188.4503,13.9667
Gal_Com_IC 3501,IC 3501,,Gal,Coma Berenices,15.0,188.4503,13.3167
notype_CVn_IC 3503,IC 3503,,-,Canes Venatici,,188.4503,37.7834
Gal_Com_IC  800,IC  800,,Gal,Coma Berenices,,188.4753,15.35
Gal_Vir_NGC 4526,NGC 4526,,Gal,Virgo,9.6,188.5003,7.7
Gal_Vir_NGC 4527,NGC 4527,,Gal,Virgo,10.4,188.5253,2.65
Gal_Vir_NGC 4528,NGC 4528,,Gal,Virgo,11.7,188.5253,11.3167
Gal_CVn_NGC 4534,NGC 4534,,Gal,Canes Venatici,12.0,188.5253,35.5167
notype_Vir_IC 3504,IC 3504,,-,Virgo,,188.5253,6.8834
Gal_Com_IC 3505,IC 3505,,Gal,Coma Berenices,15.0,188.5253,15.95
notype_Com_IC 3507,IC 3507,,-,Coma Berenices,,188.5253,25.3667
Gal_Com_IC 3508,IC 3508,,Gal,Coma Berenices,,188.5253,26.6667
notype_Vir_IC 3506,IC 3506,,-,Virgo,,188.5503,12.7334
notype_Com_IC 3511,IC 3511,,-,Coma Berenices,,188.5503,27.3501
notype_Com_IC 3512,IC 3512,,-,Coma Berenices,,188.5503,27.3667
notype_Com_IC 3513,IC 3513,,-,Coma Berenices,,188.5503,27.3334
Gal_Vir_NGC 4531,NGC 4531,,Gal,Virgo,13.0,188.5753,13.0834
Gal_Vir_NGC 4532,NGC 4532,,Gal,Virgo,11.9,188.5753,6.4667
Gal_Vir_NGC 4535,NGC 4535,,Gal,Virgo,9.8,188.5753,8.2
Gal_Vir_IC 3509,IC 3509,,Gal,Virgo,15.0,188.5753,12.0667
Gal_Vir_IC 3510,IC 3510,,Gal,Virgo,15.0,188.5753,11.0667
Str_Com_IC 3514,IC 3514,,Str,Coma Berenices,,188.5753,26.7
notype_Com_IC 3515,IC 3515,,-,Coma Berenices,,188.5753,27.8667
Gal_Com_IC 3516,IC 3516,,Gal,Coma Berenices,,188.5753,27.4501
Gal_Vir_NGC 4533,NGC 4533,,Gal,Virgo,15.0,188.6003,2.3333
Gal_Vir_NGC 4536,NGC 4536,,Gal,Virgo,10.4,188.6253,2.1833
Gal_Vir_IC 3517,IC 3517,,Gal,Virgo,15.0,188.6253,9.15
Gal_Vir_IC 3518,IC 3518,,Gal,Virgo,15.0,188.6253,9.6167
notype_Com_IC 3519,IC 3519,,-,Coma Berenices,,188.6253,15.5667
Gal_Com_IC 3520,IC 3520,,Gal,Coma Berenices,15.0,188.6253,13.5
Gal_Com_NGC 4539,NGC 4539,,Gal,Coma Berenices,12.0,188.6503,18.2
Gal_Dra_NGC 4545,NGC 4545,,Gal,Draco,13.0,188.6503,63.5168
Gal_Vir_IC 3521,IC 3521,,Gal,Virgo,,188.6503,7.15
Gal_Vir_NGC 4538,NGC 4538,,Gal,Virgo,15.0,188.6753,3.3333
notype_Com_IC 3523,IC 3523,,-,Coma Berenices,,188.6753,14.0167
Str_Com_IC 3524,IC 3524,,Str,Coma Berenices,,188.6753,14.2334
notype_Com_IC 3526,IC 3526,,-,Coma Berenices,,188.6753,25.6834
Str_Com_IC 3527,IC 3527,,Str,Coma Berenices,,188.6753,26.15
Gal_Com_NGC 4540,NGC 4540,,Gal,Coma Berenices,12.0,188.7003,15.55
Gal_CVn_NGC 4542,NGC 4542,,Gal,Canes Venatici,15.0,188.7003,50.8334
Gal_UMa_NGC 4547,NGC 4547,,Gal,Ursa Major,15.0,188.7003,58.9334
Gal_UMa_NGC 4549,NGC 4549,,Gal,Ursa Major,15.0,188.7003,58.9334
Gal_Com_IC 3522,IC 3522,,Gal,Coma Berenices,,188.7003,15.2167
notype_Vir_IC 3525,IC 3525,,-,Virgo,,188.7003,10.1667
notype_Com_IC 3529,IC 3529,,-,Coma Berenices,,188.7003,25.7
Gal_Com_IC 3530,IC 3530,,Gal,Coma Berenices,15.0,188.7003,17.8
Gal_Com_IC 3528,IC 3528,,Gal,Coma Berenices,,188.7253,15.5667
Gal_Com_IC 3531,IC 3531,,Gal,Coma Berenices,,188.7253,26.6334
notype_Com_IC 3532,IC 3532,,-,Coma Berenices,,188.7503,25.8834
Gal_Com_IC 3533,IC 3533,,Gal,Coma Berenices,16.0,188.7503,25.7667
Gal_CVn_NGC 4537,NGC 4537,,Gal,Canes Venatici,16.0,188.8003,50.8334
Gal_Vir_NGC 4541,NGC 4541,,Gal,Virgo,14.0,188.8003,-0.2167
notype_Com_IC 3534,IC 3534,,-,Coma Berenices,,188.8003,15.0
notype_Com_IC 3535,IC 3535,,-,Coma Berenices,,188.8003,25.7334
Gal_Com_IC 3536,IC 3536,,Gal,Coma Berenices,,188.8003,26.5334
