RAJ2000,DEJ2000,Constellation
81.694436,88.2319412,Ursa Minor
82.752907,88.2199326,Ursa Minor
83.803732,88.2078857,Ursa Minor
84.847347,88.1958160,Ursa Minor
85.883739,88.1837234,Ursa Minor
86.912877,88.1716080,Ursa Minor
87.935193,88.1594849,Ursa Minor
88.950671,88.1473389,Ursa Minor
89.959287,88.1352005,Ursa Minor
90.961469,88.1230469,Ursa Minor
91.957197,88.1109009,Ursa Minor
92.946453,88.0987549,Ursa Minor
93.929637,88.0866241,Ursa Minor
94.906740,88.0744934,Ursa Minor
95.877729,88.0623856,Ursa Minor
96.843016,88.0502930,Ursa Minor
97.802581,88.0382233,Ursa Minor
98.756389,88.0261765,Ursa Minor
99.704839,88.0141602,Ursa Minor
100.647904,88.0021744,Ursa Minor
101.585554,87.9902191,Ursa Minor
102.518176,87.9783096,Ursa Minor
103.445742,87.9664307,Ursa Minor
104.368222,87.9545975,Ursa Minor
105.285989,87.9428101,Ursa Minor
106.198998,87.9310760,Ursa Minor
107.107229,87.9193878,Ursa Minor
108.011047,87.9077530,Ursa Minor
108.910410,87.8961792,Ursa Minor
109.805281,87.8846588,Ursa Minor
110.696032,87.8732071,Ursa Minor
111.582599,87.8618164,Ursa Minor
112.464960,87.8504868,Ursa Minor
113.343451,87.8392334,Ursa Minor
114.218037,87.8280487,Ursa Minor
115.088669,87.8169403,Ursa Minor
115.955694,87.8059006,Ursa Minor
116.819058,87.7949448,Ursa Minor
117.678716,87.7840652,Cepheus
118.534999,87.7732697,Cepheus
119.387869,87.7625580,Cepheus
120.237264,87.7519379,Cepheus
121.083513,87.7414017,Cepheus
121.926555,87.7309570,Cepheus
122.766351,87.7206039,Cepheus
123.603214,87.7103424,Cepheus
124.437089,87.7001801,Cepheus
125.267916,87.6901169,Cepheus
126.096024,87.6801453,Cepheus
126.921330,87.6702805,Cepheus
127.743787,87.6605225,Cepheus
128.563699,87.6508636,Cepheus
129.381007,87.6413116,Cepheus
130.195656,87.6318665,Cepheus
131.007957,87.6225357,Cepheus
131.817813,87.6133118,Cepheus
132.625179,87.6042023,Cepheus
133.430371,87.5952072,Cepheus
134.233304,87.5863266,Cepheus
135.033903,87.5775604,Cepheus
135.832471,87.5689163,Ursa Minor
131.692056,86.5907669,Ursa Minor
130.402751,86.0975418,Camelopardalis
128.604899,85.1069717,Camelopardalis
127.953615,84.6103745,Camelopardalis
127.030664,84.6201172,Camelopardalis
126.106296,84.6299744,Camelopardalis
125.180239,84.6399460,Camelopardalis
124.252567,84.6500244,Camelopardalis
123.323436,84.6602173,Camelopardalis
122.392530,84.6705093,Camelopardalis
121.459936,84.6809158,Camelopardalis
120.525784,84.6914139,Camelopardalis
119.589780,84.7020111,Camelopardalis
118.652022,84.7127075,Camelopardalis
117.712634,84.7234955,Camelopardalis
116.771292,84.7343750,Camelopardalis
115.828128,84.7453384,Camelopardalis
114.883246,84.7563858,Camelopardalis
113.936347,84.7675171,Camelopardalis
112.987541,84.7787323,Camelopardalis
112.036950,84.7900162,Camelopardalis
111.084252,84.8013763,Camelopardalis
110.129571,84.8128128,Camelopardalis
109.173024,84.8243027,Camelopardalis
108.214309,84.8358688,Camelopardalis
107.253528,84.8474884,Camelopardalis
106.290814,84.8591690,Cepheus
105.325849,84.8709030,Cepheus
104.358751,84.8826904,Cepheus
103.389645,84.8945236,Cepheus
102.418214,84.9064026,Cepheus
101.444586,84.9183197,Cepheus
100.468876,84.9302826,Cepheus
99.490771,84.9422760,Cepheus
98.510391,84.9542999,Cepheus
97.527873,84.9663544,Cepheus
96.542902,84.9784317,Cepheus
95.555584,84.9905243,Cepheus
94.566071,85.0026398,Cepheus
93.574026,85.0147705,Cepheus
92.579592,85.0269089,Cepheus
91.582882,85.0390549,Cepheus
90.583599,85.0512009,Cepheus
89.581861,85.0633545,Cepheus
88.577814,85.0754929,Cepheus
87.571121,85.0876312,Cepheus
86.561929,85.0997543,Cepheus
85.550366,85.1118622,Cepheus
84.536118,85.1239471,Cepheus
83.180774,84.1319656,Camelopardalis
82.216631,83.1376648,Camelopardalis
81.495666,82.1419144,Camelopardalis
80.936051,81.1452179,Camelopardalis
80.488894,80.1478500,Camelopardalis
79.475784,80.1597824,Cepheus
78.461587,80.1716766,Cepheus
77.446009,80.1835175,Cepheus
76.429203,80.1953125,Cepheus
75.411307,80.2070541,Cepheus
74.392039,80.2187424,Cepheus
73.371541,80.2303619,Cepheus
72.349971,80.2419205,Cepheus
71.327026,80.2534103,Cepheus
70.302866,80.2648239,Cepheus
69.277632,80.2761688,Cepheus
68.251039,80.2874298,Cepheus
67.223239,80.2986069,Cepheus
66.194394,80.3097000,Cepheus
65.164189,80.3206940,Cepheus
64.132804,80.3316040,Cepheus
63.100376,80.3424072,Cepheus
62.066631,80.3531113,Cepheus
61.031706,80.3637161,Cepheus
59.995776,80.3742065,Cepheus
58.958541,80.3845825,Cepheus
57.920154,80.3948441,Cepheus
57.530490,80.3986664,Cepheus
57.212505,79.4002228,Camelopardalis
56.948704,78.4015045,Camelopardalis
56.726209,77.4025955,Camelopardalis
55.695513,77.4125900,Cepheus
55.308749,77.4163132,Cepheus
54.276759,77.4261398,Cepheus
53.243959,77.4358368,Cepheus
52.210511,77.4454041,Cepheus
51.176104,77.4548264,Cepheus
50.140919,77.4641190,Cepheus
49.105110,77.4732590,Cepheus
48.068376,77.4822540,Cepheus
47.030894,77.4911041,Cepheus
45.992821,77.4998016,Cepheus
44.953856,77.5083466,Cepheus
43.914174,77.5167236,Cepheus
42.873942,77.5249481,Cepheus
41.832855,77.5330048,Cepheus
40.791086,77.5409012,Cepheus
39.748807,77.5486221,Cepheus
38.705706,77.5561752,Cepheus
37.661970,77.5635529,Cepheus
36.617760,77.5707474,Cepheus
35.572776,77.5777664,Cepheus
34.527196,77.5846024,Cepheus
33.481189,77.5912552,Cepheus
32.434452,77.5977249,Cepheus
31.387159,77.6040039,Cepheus
30.339489,77.6100845,Cepheus
29.291134,77.6159821,Cepheus
28.242274,77.6216736,Cepheus
27.193084,77.6271744,Cepheus
26.143263,77.6324768,Cepheus
25.092984,77.6375732,Cepheus
24.042424,77.6424713,Cepheus
22.991284,77.6471634,Cepheus
21.939742,77.6516495,Cepheus
20.887969,77.6559219,Cepheus
19.835670,77.6599960,Cepheus
18.783024,77.6638489,Cepheus
17.730201,77.6674957,Cepheus
16.676909,77.6709213,Cepheus
15.623321,77.6741409,Cepheus
14.569616,77.6771393,Cepheus
13.515495,77.6799240,Cepheus
12.461137,77.6824875,Cepheus
11.406721,77.6848373,Cepheus
10.351949,77.6869583,Cepheus
9.296996,77.6888657,Cepheus
8.242039,77.6905518,Cepheus
7.186786,77.6920090,Cepheus
6.922914,77.6923447,Cepheus
6.897892,76.6923599,Cepheus
6.876309,75.6923676,Cepheus
6.857490,74.6923828,Cepheus
6.840929,73.6923981,Cepheus
6.826231,72.6924057,Cepheus
6.813094,71.6924133,Cepheus
6.801273,70.6924133,Cepheus
6.790575,69.6924210,Cepheus
6.780840,68.6924286,Cepheus
6.771937,67.6924362,Cepheus
6.763764,66.6924438,Cepheus
5.735868,66.6935959,Cepheus
4.707772,66.6945343,Cepheus
3.679642,66.6952515,Cepheus
2.651640,66.6957550,Cepheus
1.623466,66.6960373,Cepheus
1.623477,66.6960373,Cepheus
0.595296,66.6960983,Cepheus
359.567271,66.6959457,Cepheus
358.539105,66.6955795,Cepheus
357.510939,66.6949921,Cepheus
356.482972,66.6941833,Cepheus
355.454894,66.6931610,Cepheus
355.197859,66.6928711,Cepheus
355.204926,65.6928711,Cepheus
355.211506,64.6928787,Cepheus
355.217571,63.6928787,Cepheus
354.193324,63.6915894,Cepheus
353.168964,63.6900826,Cepheus
352.144661,63.6883621,Cepheus
351.120586,63.6864281,Cepheus
350.096426,63.6842766,Cepheus
349.072380,63.6819153,Cepheus
348.816491,63.6812897,Cepheus
348.828592,62.6813049,Cepheus
348.839894,61.6813240,Cepheus
348.850507,60.6813354,Cepheus
348.859664,59.7646751,Cepheus
347.839336,59.7620544,Cepheus
346.819095,59.7592239,Cepheus
345.799083,59.7561836,Cepheus
344.779014,59.7529335,Cepheus
344.269124,59.7512321,Cepheus
344.282084,58.7512512,Cepheus
344.294328,57.7512779,Cepheus
344.304027,56.9179611,Cepheus
343.286219,56.9144096,Cepheus
342.268524,56.9106483,Cepheus
341.251059,56.9066849,Cepheus
340.233564,56.9025192,Cepheus
339.216213,56.8981514,Cepheus
338.199120,56.8935814,Cepheus
337.182026,56.8888130,Cepheus
336.165046,56.8838463,Cepheus
335.910930,56.8825760,Cepheus
335.927354,55.8826180,Cepheus
335.931301,55.6326256,Cepheus
334.915294,55.6274185,Cepheus
333.899403,55.6220169,Cepheus
333.137626,55.6178436,Cepheus
333.154593,54.6178932,Cepheus
333.170757,53.6179352,Cepheus
333.174676,53.3679428,Cepheus
332.160444,53.3622169,Cepheus
331.146211,53.3563004,Cepheus
330.639210,53.3532715,Cygnus
330.621900,54.3532181,Cygnus
330.603762,55.3531647,Cygnus
330.602189,55.4364891,Cepheus
329.587068,55.4302864,Cepheus
328.572091,55.4238968,Cepheus
327.557459,55.4173279,Cepheus
326.542797,55.4105797,Cepheus
325.528335,55.4036522,Cepheus
324.514246,55.3965492,Cepheus
323.500185,55.3892708,Cepheus
322.486296,55.3818245,Cepheus
321.472749,55.3742104,Cepheus
320.459261,55.3664246,Cepheus
319.445973,55.3584785,Cepheus
318.433084,55.3503723,Cepheus
317.420224,55.3421059,Cepheus
316.407594,55.3336830,Cepheus
315.395307,55.3251114,Cepheus
314.383106,55.3163834,Cepheus
313.371162,55.3075104,Cepheus
312.359562,55.2984886,Cepheus
311.348076,55.2893295,Cepheus
310.336818,55.2800255,Cepheus
309.831361,55.2753258,Cygnus
309.801836,56.2751884,Cygnus
309.770736,57.2750473,Cygnus
309.737921,58.2748909,Cygnus
309.703159,59.2747307,Cygnus
309.666337,60.2745590,Cygnus
309.627171,61.2743759,Cygnus
309.623794,61.3576965,Cepheus
308.660804,61.3486443,Cepheus
308.700686,60.3488388,Cepheus
308.716593,59.9322395,Cepheus
6.593943,-5.3074560,Cetus
6.595181,-4.3074565,Cetus
6.596414,-3.3074572,Cetus
6.597644,-2.3074582,Cetus
6.598874,-1.3074588,Cetus
6.600101,-0.3074595,Cetus
6.601329,0.6925398,Cetus
6.602557,1.6925390,Cetus
6.603787,2.6925383,Cetus
7.604331,2.6912043,Cetus
8.604873,2.6896596,Cetus
9.605265,2.6879051,Cetus
10.605802,2.6859407,Cetus
11.606340,2.6837673,Cetus
12.606724,2.6813858,Cetus
13.607256,2.6787963,Cetus
14.607784,2.6759999,Cetus
15.608160,2.6729980,Cetus
16.608686,2.6697903,Cetus
17.609204,2.6663787,Cetus
18.609570,2.6627645,Cetus
19.610082,2.6589479,Cetus
20.610589,2.6549304,Cetus
21.610944,2.6507139,Cetus
22.611444,2.6462984,Cetus
23.611938,2.6416862,Cetus
24.612279,2.6368790,Cetus
25.612766,2.6318769,Cetus
26.613246,2.6266825,Cetus
27.613571,2.6212978,Cetus
28.614042,2.6157229,Cetus
29.614506,2.6099606,Cetus
30.614812,2.6040132,Cetus
31.615266,2.5978806,Cetus
31.621506,3.5978613,Cetus
31.627761,4.5978417,Cetus
31.634031,5.5978222,Cetus
31.640321,6.5978031,Cetus
31.646640,7.5977831,Cetus
31.652988,8.5977631,Cetus
31.659369,9.5977440,Cetus
31.665247,10.5143948,Aries
32.667150,10.5080709,Aries
33.668876,10.5015678,Aries
34.670734,10.4948854,Aries
35.672568,10.4880266,Aries
36.674226,10.4809942,Aries
37.676013,10.4737892,Aries
38.677773,10.4664135,Aries
39.679356,10.4588718,Aries
40.681068,10.4511633,Aries
41.682747,10.4432926,Aries
42.684252,10.4352617,Aries
43.685886,10.4270716,Aries
44.687484,10.4187260,Aries
45.688902,10.4102287,Aries
46.690449,10.4015799,Aries
47.691961,10.3927832,Aries
48.693294,10.3838425,Aries
49.694749,10.3747578,Aries
50.696172,10.3655338,Aries
50.946411,10.3632069,Taurus
50.936816,9.3632526,Taurus
50.927274,8.3632965,Taurus
50.917784,7.3633409,Taurus
50.908335,6.3633847,Taurus
50.898921,5.3634286,Taurus
50.889541,4.3634725,Taurus
50.880186,3.3635159,Taurus
50.870847,2.3635592,Taurus
50.861524,1.3636028,Taurus
50.852984,0.4469725,Taurus
50.843671,-0.5529841,Taurus
50.836683,-1.3029516,Eridanus
49.837038,-1.2937095,Eridanus
48.837240,-1.2846049,Eridanus
47.837448,-1.2756422,Eridanus
46.837811,-1.2668252,Eridanus
45.838019,-1.2581540,Eridanus
44.838234,-1.2496327,Eridanus
43.838599,-1.2412651,Eridanus
42.838815,-1.2330509,Eridanus
41.839035,-1.2249944,Eridanus
41.339221,-1.2210265,Eridanus
41.331314,-2.2209954,Eridanus
41.323396,-3.2209642,Eridanus
41.315467,-4.2209330,Eridanus
41.307513,-5.2209010,Eridanus
41.299534,-6.2208700,Eridanus
41.291527,-7.2208381,Eridanus
41.283484,-8.2208061,Eridanus
41.275398,-9.2207747,Eridanus
41.267269,-10.2207422,Eridanus
41.259087,-11.2207098,Eridanus
41.250847,-12.2206783,Eridanus
41.242546,-13.2206450,Eridanus
41.234178,-14.2206116,Eridanus
41.225734,-15.2205782,Eridanus
41.217213,-16.2205448,Eridanus
41.208601,-17.2205105,Eridanus
41.199897,-18.2204762,Eridanus
41.191087,-19.2204418,Eridanus
41.182176,-20.2204075,Eridanus
41.173146,-21.2203712,Eridanus
41.163994,-22.2203331,Eridanus
41.154709,-23.2202988,Eridanus
41.148759,-23.8536034,Fornax
40.152909,-23.8458195,Fornax
39.157261,-23.8381977,Fornax
38.161522,-23.8307419,Fornax
37.165839,-23.8234539,Fornax
36.170358,-23.8163357,Fornax
35.174782,-23.8093891,Fornax
34.179256,-23.8026180,Fornax
33.183929,-23.7960224,Fornax
32.188500,-23.7896042,Fornax
31.193121,-23.7833672,Fornax
30.197932,-23.7773132,Fornax
29.202644,-23.7714405,Fornax
28.207395,-23.7657547,Fornax
27.212341,-23.7602577,Fornax
26.465999,-23.7562580,Fornax
26.459636,-24.7562428,Fornax
26.458889,-24.8729095,Fornax
25.464011,-24.8677444,Sculptor
24.469170,-24.8627701,Sculptor
23.474519,-24.8579903,Sculptor
22.479754,-24.8534050,Sculptor
21.485025,-24.8490143,Sculptor
20.490479,-24.8448238,Sculptor
19.495815,-24.8408298,Sculptor
18.501180,-24.8370342,Sculptor
17.506725,-24.8334427,Sculptor
16.512149,-24.8300514,Sculptor
15.517594,-24.8268623,Sculptor
14.523217,-24.8238792,Sculptor
13.528711,-24.8210983,Sculptor
12.534225,-24.8185253,Sculptor
11.539909,-24.8161583,Sculptor
10.545462,-24.8139973,Sculptor
9.551031,-24.8120461,Sculptor
8.556762,-24.8103008,Sculptor
7.562356,-24.8087654,Sculptor
6.567963,-24.8074398,Sculptor
5.573727,-24.8063240,Sculptor
4.579351,-24.8054180,Sculptor
3.584981,-24.8047237,Sculptor
2.590764,-24.8042393,Sculptor
1.596402,-24.8039646,Sculptor
1.596411,-24.8039646,Sculptor
0.602051,-24.8039017,Sculptor
359.607840,-24.8040485,Sculptor
359.110564,-24.8042011,Sculptor
359.110136,-23.8042011,Aquarius
359.109706,-22.8042011,Aquarius
359.109277,-21.8042011,Aquarius
359.108877,-20.8042011,Aquarius
359.108448,-19.8042011,Aquarius
359.108047,-18.8042011,Aquarius
359.107647,-17.8042011,Aquarius
359.107246,-16.8042011,Aquarius
359.106874,-15.8042021,Aquarius
359.106474,-14.8042011,Aquarius
359.106102,-13.8042011,Aquarius
359.105701,-12.8042021,Aquarius
359.105329,-11.8042021,Aquarius
359.104957,-10.8042011,Aquarius
359.104586,-9.8042021,Aquarius
359.104214,-8.8042021,Aquarius
359.103841,-7.8042016,Aquarius
359.103498,-6.8042021,Aquarius
359.103299,-6.3042021,Aquarius
0.101936,-6.3039479,Cetus
1.100569,-6.3039060,Cetus
1.599831,-6.3039641,Cetus
1.599821,-6.3039641,Cetus
2.598454,-6.3042393,Cetus
3.596940,-6.3047261,Cetus
4.595576,-6.3054247,Cetus
5.594214,-6.3063345,Cetus
6.592702,-6.3074551,Cetus
114.032979,-76.2889252,Chamaleon
113.823288,-77.2877808,Chamaleon
113.578462,-78.2864380,Chamaleon
113.288706,-79.2848587,Chamaleon
112.940169,-80.2829437,Chamaleon
112.512704,-81.2806015,Chamaleon
111.975768,-82.2776642,Chamaleon
111.652114,-82.7758865,Chamaleon
112.686882,-82.7872009,Chamaleon
113.723489,-82.7984314,Chamaleon
114.761746,-82.8095779,Chamaleon
115.801506,-82.8206329,Chamaleon
116.843069,-82.8315964,Chamaleon
117.886276,-82.8424683,Chamaleon
118.930965,-82.8532333,Chamaleon
119.977441,-82.8638916,Chamaleon
121.025534,-82.8744431,Chamaleon
122.075071,-82.8848877,Chamaleon
123.126382,-82.8952103,Chamaleon
124.179269,-82.9054184,Chamaleon
125.233584,-82.9154968,Chamaleon
126.289616,-82.9254532,Chamaleon
127.347207,-82.9352798,Chamaleon
128.406172,-82.9449768,Chamaleon
129.466811,-82.9545288,Chamaleon
130.528950,-82.9639435,Chamaleon
131.592421,-82.9732132,Chamaleon
132.657524,-82.9823380,Chamaleon
133.724084,-82.9913101,Chamaleon
134.791919,-83.0001297,Chamaleon
135.861326,-83.0087891,Chamaleon
136.932120,-83.0172958,Chamaleon
138.004131,-83.0256271,Chamaleon
139.077659,-83.0337982,Chamaleon
140.152530,-83.0418015,Chamaleon
141.228519,-83.0496292,Chamaleon
142.305951,-83.0572815,Chamaleon
143.384643,-83.0647507,Chamaleon
144.464392,-83.0720444,Chamaleon
145.545516,-83.0791473,Chamaleon
146.627812,-83.0860672,Chamaleon
147.711081,-83.0927963,Chamaleon
148.795638,-83.0993271,Chamaleon
149.881282,-83.1056747,Chamaleon
150.967827,-83.1118164,Chamaleon
152.055544,-83.1177597,Chamaleon
153.144292,-83.1234970,Chamaleon
154.233813,-83.1290359,Chamaleon
155.324421,-83.1343613,Chamaleon
156.415944,-83.1394882,Chamaleon
157.508154,-83.1443939,Chamaleon
158.601351,-83.1490936,Chamaleon
159.695349,-83.1535797,Chamaleon
160.789934,-83.1578445,Chamaleon
161.885404,-83.1618881,Chamaleon
162.981562,-83.1657181,Chamaleon
164.078206,-83.1693268,Chamaleon
165.175609,-83.1727066,Chamaleon
166.273599,-83.1758728,Chamaleon
167.371959,-83.1788025,Chamaleon
168.470964,-83.1815109,Chamaleon
169.570426,-83.1839905,Chamaleon
170.670147,-83.1862411,Chamaleon
171.770396,-83.1882629,Chamaleon
172.870989,-83.1900558,Chamaleon
173.971696,-83.1916199,Chamaleon
175.072831,-83.1929474,Chamaleon
176.174182,-83.1940384,Chamaleon
177.275549,-83.1949081,Chamaleon
178.377199,-83.1955338,Chamaleon
179.478936,-83.1959305,Chamaleon
180.580587,-83.1960983,Chamaleon
181.682382,-83.1960297,Chamaleon
182.784162,-83.1957245,Chamaleon
183.885684,-83.1951828,Chamaleon
184.987263,-83.1944122,Chamaleon
186.088686,-83.1934128,Chamaleon
187.189751,-83.1921768,Chamaleon
188.290744,-83.1907043,Chamaleon
189.391451,-83.1890106,Chamaleon
190.491672,-83.1870804,Chamaleon
191.591706,-83.1849213,Chamaleon
192.691341,-83.1825256,Chamaleon
193.790388,-83.1799088,Chamaleon
194.889106,-83.1770706,Chamaleon
195.987311,-83.1739960,Chamaleon
197.084784,-83.1707001,Chamaleon
198.181830,-83.1671829,Chamaleon
199.278259,-83.1634445,Chamaleon
200.373831,-83.1594849,Chamaleon
201.468888,-83.1553040,Chamaleon
202.563186,-83.1509094,Chamaleon
203.656541,-83.1463013,Chamaleon
204.749250,-83.1414719,Chamaleon
205.841116,-83.1364365,Chamaleon
206.931939,-83.1311874,Chamaleon
208.022002,-83.1257324,Chamaleon
209.111109,-83.1200714,Chamaleon
208.789129,-82.1209335,Chamaleon
208.539204,-81.1215897,Chamaleon
208.339504,-80.1221161,Chamaleon
208.176169,-79.1225510,Chamaleon
208.040041,-78.1229095,Chamaleon
207.924757,-77.1232147,Chamaleon
207.825837,-76.1234818,Chamaleon
207.781434,-75.6235962,Musca
206.739021,-75.6290054,Musca
205.696206,-75.6342239,Musca
204.653148,-75.6392365,Musca
203.609591,-75.6440430,Musca
202.565689,-75.6486511,Musca
201.521601,-75.6530533,Musca
200.477041,-75.6572495,Musca
199.432182,-75.6612320,Musca
198.387180,-75.6650085,Musca
197.341747,-75.6685791,Musca
196.296057,-75.6719284,Musca
195.250282,-75.6750641,Musca
194.204121,-75.6779938,Musca
193.157745,-75.6807022,Musca
192.111326,-75.6831894,Musca
191.064591,-75.6854630,Musca
190.017686,-75.6875229,Musca
188.970780,-75.6893539,Musca
187.923603,-75.6909714,Musca
186.876312,-75.6923676,Musca
185.829076,-75.6935425,Musca
184.781599,-75.6944962,Musca
183.734064,-75.6952286,Musca
182.686644,-75.6957397,Musca
181.639036,-75.6960297,Musca
180.591402,-75.6960983,Musca
179.543925,-75.6959457,Musca
178.496332,-75.6955643,Musca
177.448769,-75.6949692,Musca
176.401406,-75.6941452,Musca
175.353971,-75.6931000,Musca
174.306607,-75.6918411,Musca
173.259516,-75.6903534,Musca
172.212381,-75.6886520,Musca
171.165390,-75.6867294,Musca
170.118699,-75.6845856,Musca
169.856973,-75.6840134,Musca
168.810354,-75.6815948,Carina
167.764064,-75.6789627,Carina
166.717830,-75.6761169,Carina
165.671811,-75.6730499,Carina
164.626192,-75.6697769,Carina
163.580661,-75.6662827,Carina
162.535401,-75.6625824,Carina
161.490584,-75.6586685,Carina
160.445924,-75.6545486,Carina
159.401565,-75.6502228,Carina
158.357692,-75.6456833,Carina
157.314019,-75.6409454,Carina
156.270690,-75.6360016,Carina
155.227905,-75.6308594,Carina
154.185348,-75.6255112,Carina
153.143191,-75.6199722,Carina
152.101608,-75.6142349,Carina
151.060294,-75.6083069,Carina
150.019426,-75.6021805,Carina
148.979172,-75.5958710,Carina
147.939247,-75.5893707,Carina
146.899796,-75.5826874,Carina
145.861001,-75.5758209,Carina
144.822564,-75.5687714,Carina
143.784642,-75.5615463,Carina
142.747422,-75.5541458,Carina
141.710572,-75.5465698,Carina
140.674296,-75.5388260,Carina
139.638749,-75.5309143,Carina
138.603616,-75.5228348,Carina
137.569056,-75.5145874,Carina
136.535281,-75.5061874,Carina
135.501952,-75.4976349,Carina
135.243687,-75.4954681,Carina
134.211288,-75.4867172,Volans
133.179374,-75.4778214,Volans
132.148104,-75.4687729,Volans
131.117649,-75.4595795,Volans
130.087695,-75.4502487,Volans
129.058428,-75.4407730,Volans
128.029976,-75.4311676,Volans
127.002067,-75.4214249,Volans
125.974846,-75.4115601,Volans
124.948482,-75.4015656,Volans
123.922677,-75.3914566,Volans
122.897601,-75.3812180,Volans
121.873369,-75.3708725,Volans
120.849738,-75.3604126,Volans
119.826843,-75.3498383,Volans
118.804844,-75.3391647,Volans
117.783436,-75.3283844,Volans
116.762789,-75.3175125,Volans
115.743041,-75.3065414,Volans
114.723909,-75.2954788,Volans
114.214704,-75.2899170,Volans
219.495378,-64.5466995,Centaurus
218.475322,-64.5542068,Centaurus
217.454982,-64.5615463,Centaurus
216.434541,-64.5687180,Centaurus
215.413656,-64.5757065,Centaurus
214.392514,-64.5825195,Centaurus
213.371272,-64.5891495,Centaurus
212.349615,-64.5955963,Centaurus
211.327714,-64.6018600,Centaurus
210.305744,-64.6079407,Centaurus
209.283371,-64.6138229,Centaurus
208.260784,-64.6195221,Centaurus
207.238126,-64.6250305,Centaurus
206.215110,-64.6303406,Centaurus
205.191894,-64.6354599,Centaurus
204.680286,-64.6379395,Centaurus
204.707479,-65.6378784,Musca
205.731884,-65.6328506,Circinus
206.755929,-65.6276321,Circinus
207.268023,-65.6249542,Circinus
207.300324,-66.6248703,Musca
207.335329,-67.6247787,Musca
207.373439,-68.6246719,Musca
207.415109,-69.6245575,Musca
207.460871,-70.6244431,Musca
208.491426,-70.6188965,Circinus
209.521837,-70.6131516,Circinus
210.551934,-70.6072159,Circinus
211.581559,-70.6010971,Circinus
212.611012,-70.5947800,Circinus
213.640122,-70.5882874,Circinus
214.668732,-70.5816040,Circinus
215.697154,-70.5747452,Circinus
216.725191,-70.5677032,Circinus
217.752714,-70.5604935,Circinus
218.780022,-70.5531006,Circinus
219.806928,-70.5455399,Circinus
220.833277,-70.5378113,Circinus
221.859369,-70.5299149,Circinus
222.885046,-70.5218506,Circinus
223.910151,-70.5136261,Circinus
224.166441,-70.5115433,Circinus
224.096760,-69.5118256,Circinus
224.033304,-68.5120850,Circinus
224.003634,-68.0122070,Circinus
225.025349,-68.0038147,Circinus
226.046534,-67.9952621,Circinus
226.557126,-67.9909286,Circinus
226.498947,-66.9911804,Circinus
226.445359,-65.9914017,Circinus
226.395807,-64.9916153,Circinus
226.353536,-64.0751266,Circinus
227.370716,-64.0663834,Circinus
228.387694,-64.0574875,Circinus
229.404345,-64.0484390,Circinus
230.166579,-64.0415649,Circinus
230.120859,-63.0417747,Circinus
230.078187,-62.0419655,Circinus
230.054569,-61.4587479,Circinus
231.068816,-61.4494743,Circinus
232.082921,-61.4400635,Circinus
232.589764,-61.4353065,Circinus
232.549867,-60.4354935,Circinus
232.512345,-59.4356689,Circinus
232.476969,-58.4358330,Circinus
232.443552,-57.4359932,Circinus
232.411923,-56.4361420,Circinus
232.381911,-55.4362831,Norma
231.370998,-55.4457321,Norma
230.359698,-55.4550476,Norma
229.348140,-55.4642258,Norma
228.336510,-55.4732590,Norma
228.083511,-55.4754944,Lupus
227.071439,-55.4843483,Lupus
226.059266,-55.4930496,Lupus
225.046736,-55.5016060,Lupus
224.033989,-55.5100060,Lupus
223.021173,-55.5182457,Lupus
222.007984,-55.5263329,Lupus
220.994596,-55.5342560,Lupus
220.234466,-55.5400887,Lupus
220.258856,-56.5399971,Centaurus
220.284591,-57.5399017,Centaurus
220.311756,-58.5397949,Centaurus
220.340538,-59.5396843,Centaurus
220.371064,-60.5395699,Centaurus
220.403538,-61.5394478,Centaurus
220.438185,-62.5393105,Centaurus
220.475235,-63.5391693,Centaurus
220.514974,-64.5390244,Centaurus
89.951864,-42.9936295,Pictor
88.952301,-42.9814835,Pictor
87.952796,-42.9693451,Pictor
86.953476,-42.9572182,Pictor
85.954506,-42.9451027,Pictor
84.955587,-42.9330063,Pictor
83.956861,-42.9209328,Pictor
82.958472,-42.9088860,Pictor
81.960132,-42.8968620,Pictor
80.961993,-42.8848763,Pictor
79.964190,-42.8729248,Pictor
78.966429,-42.8610115,Pictor
77.968861,-42.8491440,Pictor
76.971631,-42.8373222,Pictor
75.974444,-42.8255501,Pictor
75.995994,-41.8256798,Columba
76.016879,-40.8258018,Columba
76.037142,-39.8259201,Columba
76.056826,-38.8260384,Columba
76.075966,-37.8261490,Columba
76.094592,-36.8262596,Columba
76.112737,-35.8263664,Columba
76.130433,-34.8264694,Columba
76.147707,-33.8265724,Columba
76.164579,-32.8266716,Columba
76.181073,-31.8267689,Columba
76.197216,-30.8268623,Columba
76.213023,-29.8269577,Columba
76.228516,-28.8270493,Columba
76.243722,-27.8271389,Columba
76.254937,-27.0772038,Columba
77.253406,-27.0889893,Columba
78.251832,-27.1008244,Columba
79.250508,-27.1127052,Columba
80.249291,-27.1246300,Columba
81.248031,-27.1365910,Columba
82.247028,-27.1485901,Columba
83.246126,-27.1606197,Columba
84.245196,-27.1726742,Columba
85.244516,-27.1847553,Columba
86.243934,-27.1968575,Columba
87.243318,-27.2089748,Columba
88.242960,-27.2211075,Columba
89.242716,-27.2332497,Columba
90.242421,-27.2453957,Columba
91.242399,-27.2575436,Columba
92.242477,-27.2696915,Columba
92.992566,-27.2787991,Canis Major
92.977059,-28.2787056,Canis Major
