RAJ2000,DEJ2000,Constellation
166.714226,33.3249931,Ursa Major
166.710004,32.3250008,Ursa Major
166.705871,31.3250084,Ursa Major
166.701837,30.3250122,Ursa Major
166.697874,29.3250198,Ursa Major
166.693998,28.3250256,Leo
166.690177,27.3250313,Leo
166.686444,26.3250370,Leo
166.682754,25.3250408,Leo
166.680937,24.8250446,Leo
165.686403,24.8281116,Leo
164.691996,24.8313808,Leo
163.697404,24.8348522,Leo
162.951494,24.8375893,Leo
162.946972,23.8375969,Leo
162.942539,22.8376045,Leo
161.947417,22.8414307,Leo
160.952426,22.8454571,Leo
159.957247,22.8496799,Leo
159.210877,22.8529778,Leo
159.216199,23.8529663,Leo Minor
159.221621,24.8529549,Leo Minor
159.227114,25.8529415,Leo Minor
159.232707,26.8529282,Leo Minor
159.238401,27.8529167,Leo Minor
158.244381,27.8574791,Leo
157.250461,27.8622360,Leo
156.256356,27.8671875,Leo
155.262194,27.8723297,Leo
154.268145,27.8776627,Leo
153.273897,27.8831825,Leo
152.279592,27.8888912,Leo
151.285401,27.8947849,Leo
150.290994,27.9008617,Leo
150.042344,27.9024086,Leo
150.050411,28.9023838,Leo Minor
150.058651,29.9023590,Leo Minor
150.067049,30.9023304,Leo Minor
150.075631,31.9023056,Leo Minor
150.084386,32.9022789,Leo Minor
73.917346,-15.2988997,Lepus
73.904779,-16.2988281,Lepus
73.892084,-17.2987537,Lepus
73.879245,-18.2986774,Lepus
73.866255,-19.2986031,Lepus
73.853116,-20.2985268,Lepus
73.839798,-21.2984486,Lepus
73.826301,-22.2983704,Lepus
73.812604,-23.2982903,Lepus
73.798707,-24.2982082,Lepus
73.784587,-25.2981281,Lepus
73.770225,-26.2980442,Lepus
73.759296,-27.0479794,Caelum
74.757507,-27.0596256,Caelum
75.755819,-27.0713310,Caelum
76.254937,-27.0772038,Columba
77.253406,-27.0889893,Columba
78.251832,-27.1008244,Columba
79.250508,-27.1127052,Columba
80.249291,-27.1246300,Columba
81.248031,-27.1365910,Columba
82.247028,-27.1485901,Columba
83.246126,-27.1606197,Columba
84.245196,-27.1726742,Columba
85.244516,-27.1847553,Columba
86.243934,-27.1968575,Columba
87.243318,-27.2089748,Columba
88.242960,-27.2211075,Columba
89.242716,-27.2332497,Columba
90.242421,-27.2453957,Columba
91.242399,-27.2575436,Columba
92.242477,-27.2696915,Columba
92.992566,-27.2787991,Canis Major
93.007794,-26.2788925,Canis Major
93.022764,-25.2789841,Canis Major
93.037484,-24.2790718,Canis Major
93.051982,-23.2791595,Canis Major
93.066258,-22.2792473,Canis Major
93.080334,-21.2793312,Canis Major
93.094218,-20.2794170,Canis Major
93.107922,-19.2795010,Canis Major
93.121469,-18.2795830,Canis Major
93.134851,-17.2796631,Canis Major
93.148091,-16.2797432,Canis Major
93.161202,-15.2798243,Canis Major
93.174183,-14.2799025,Canis Major
93.187051,-13.2799807,Canis Major
93.199811,-12.2800570,Canis Major
93.212478,-11.2801352,Canis Major
93.215625,-11.0301533,Canis Major
92.215576,-11.0180111,Lepus
91.215562,-11.0058632,Lepus
90.215736,-10.9937153,Lepus
89.215807,-10.9815683,Lepus
88.965791,-10.9785318,Lepus
87.966063,-10.9663944,Lepus
86.966221,-10.9542656,Lepus
85.966429,-10.9421501,Lepus
84.966817,-10.9300556,Lepus
83.967097,-10.9179802,Lepus
82.967419,-10.9059305,Lepus
81.967935,-10.8939104,Lepus
80.968336,-10.8819218,Lepus
79.968781,-10.8699694,Lepus
78.969412,-10.8580589,Lepus
77.969928,-10.8461895,Lepus
77.720031,-10.8432293,Lepus
76.720755,-10.8314209,Lepus
75.721364,-10.8196630,Lepus
75.221751,-10.8138046,Lepus
75.209569,-11.8137341,Lepus
75.197304,-12.8136616,Lepus
75.184936,-13.8135891,Lepus
75.178714,-14.3135529,Lepus
74.179602,-14.3018808,Lepus
73.929798,-14.2989721,Lepus
227.873039,-2.7241998,Libra
227.864127,-1.7242392,Libra
227.855229,-0.7242788,Libra
227.853012,-0.4742887,Libra
226.853114,-0.4831079,Libra
225.853071,-0.4917813,Libra
224.853015,-0.5003049,Libra
223.853116,-0.5086748,Libra
222.853061,-0.5168910,Libra
221.853003,-0.5249498,Libra
221.603092,-0.5269387,Virgo
221.611032,-1.5269072,Virgo
221.618986,-2.5268757,Virgo
221.626954,-3.5268443,Virgo
221.634922,-4.5268126,Virgo
221.642932,-5.5267806,Virgo
221.650957,-6.5267491,Virgo
221.659012,-7.5267167,Virgo
221.667108,-8.5266848,Virgo
220.665750,-8.5345535,Virgo
219.664364,-8.5422592,Virgo
218.663106,-8.5497990,Virgo
217.661676,-8.5571709,Virgo
216.660217,-8.5643740,Virgo
215.658903,-8.5714045,Virgo
215.408506,-8.5731344,Virgo
215.415559,-9.5731106,Virgo
215.422668,-10.5730858,Virgo
215.429821,-11.5730619,Virgo
215.437031,-12.5730371,Virgo
215.444298,-13.5730114,Virgo
215.451622,-14.5729866,Virgo
215.459004,-15.5729618,Virgo
215.466471,-16.5729351,Virgo
215.474010,-17.5729084,Virgo
215.481634,-18.5728836,Virgo
215.489344,-19.5728569,Virgo
215.497155,-20.5728283,Virgo
215.505066,-21.5728035,Virgo
215.513091,-22.5727749,Virgo
215.521230,-23.5727463,Hydra
215.529499,-24.5727196,Hydra
215.533691,-25.0727024,Hydra
216.538296,-25.0656929,Libra
217.542701,-25.0585117,Libra
218.547206,-25.0511589,Libra
219.551640,-25.0436382,Libra
220.555859,-25.0359516,Libra
221.560164,-25.0281010,Libra
222.564397,-25.0200882,Libra
223.568415,-25.0119171,Libra
224.572521,-25.0035896,Libra
225.576554,-24.9951096,Libra
225.587010,-25.9950657,Hydra
225.597654,-26.9950199,Hydra
225.608482,-27.9949722,Hydra
225.619526,-28.9949265,Hydra
225.630769,-29.9948788,Hydra
226.635546,-29.9862385,Libra
227.640352,-29.9774494,Libra
228.645072,-29.9685154,Libra
229.649564,-29.9594383,Libra
230.654097,-29.9502201,Libra
231.658530,-29.9408646,Libra
232.662750,-29.9313774,Libra
233.666982,-29.9217548,Libra
234.671130,-29.9120064,Libra
235.675020,-29.9021320,Libra
236.678954,-29.8921337,Libra
236.929980,-29.8896160,Libra
236.916747,-28.8896828,Libra
236.903759,-27.8897457,Libra
236.891011,-26.8898106,Libra
236.878496,-25.8898754,Libra
236.866179,-24.8899345,Libra
236.854062,-23.8899975,Libra
236.842146,-22.8900566,Libra
236.830387,-21.8901157,Libra
236.818800,-20.8901730,Libra
236.813064,-20.3902016,Libra
237.815366,-20.3800716,Libra
238.817754,-20.3698215,Libra
239.820084,-20.3594608,Libra
240.571776,-20.3516178,Libra
240.559931,-19.3516808,Libra
240.548229,-18.3517437,Libra
240.536670,-17.3518028,Libra
240.525226,-16.3518620,Libra
240.513926,-15.3519230,Libra
240.502710,-14.3519812,Libra
240.491610,-13.3520384,Libra
240.480566,-12.3520975,Libra
240.469636,-11.3521538,Libra
240.458793,-10.3522110,Libra
240.448008,-9.3522673,Libra
240.437279,-8.3523235,Libra
240.426607,-7.3523793,Libra
240.415964,-6.3524351,Libra
240.405378,-5.3524904,Libra
240.394849,-4.3525457,Libra
240.386954,-3.6025870,Libra
239.386582,-3.6130106,Libra
238.386196,-3.6233234,Libra
237.385941,-3.6335213,Libra
236.385526,-3.6436038,Libra
235.385114,-3.6535664,Libra
234.384841,-3.6634042,Libra
233.384400,-3.6731179,Libra
232.383942,-3.6827028,Libra
231.383614,-3.6921544,Libra
230.383143,-3.7014728,Libra
229.382643,-3.7106535,Libra
228.382302,-3.7196925,Libra
227.881951,-3.7241600,Libra
214.462767,-43.5806007,Centaurus
214.475699,-44.5805588,Centaurus
214.489074,-45.5805168,Centaurus
214.502936,-46.5804672,Centaurus
214.517326,-47.5804214,Centaurus
214.532276,-48.5803719,Centaurus
214.547824,-49.5803185,Centaurus
214.564019,-50.5802650,Centaurus
214.580926,-51.5802078,Centaurus
214.598580,-52.5801468,Centaurus
214.617076,-53.5800858,Centaurus
214.636459,-54.5800247,Centaurus
214.656816,-55.5799522,Centaurus
215.671276,-55.5730972,Lupus
216.685695,-55.5660629,Lupus
217.699942,-55.5588531,Lupus
218.713831,-55.5514755,Lupus
219.727679,-55.5439262,Lupus
220.234466,-55.5400887,Lupus
221.248011,-55.5322876,Lupus
222.261344,-55.5243263,Lupus
223.274331,-55.5162010,Lupus
224.287233,-55.5079193,Lupus
225.299936,-55.4994812,Lupus
226.312251,-55.4908905,Lupus
227.324496,-55.4821472,Lupus
228.083511,-55.4754944,Lupus
228.056716,-54.4756165,Lupus
229.068132,-54.4666214,Lupus
230.079174,-54.4574852,Lupus
231.090117,-54.4482079,Lupus
232.100844,-54.4387932,Lupus
232.353372,-54.4364166,Lupus
232.326207,-53.4365463,Lupus
232.300272,-52.4366646,Lupus
232.275510,-51.4367828,Lupus
232.251792,-50.4368935,Lupus
232.229061,-49.4370003,Lupus
232.207246,-48.4371071,Lupus
233.215671,-48.4275436,Lupus
234.223909,-48.4178505,Lupus
235.231776,-48.4080315,Lupus
236.239642,-48.3980865,Lupus
237.247281,-48.3880234,Lupus
237.247281,-48.3880234,Lupus
237.224922,-47.3881340,Lupus
237.203407,-46.3882408,Lupus
237.182666,-45.3883476,Lupus
237.162652,-44.3884468,Lupus
237.143296,-43.3885422,Lupus
237.124586,-42.3886375,Lupus
238.130464,-42.3784714,Lupus
239.136329,-42.3681870,Lupus
240.142050,-42.3577919,Lupus
241.147441,-42.3472862,Lupus
242.152806,-42.3366776,Lupus
242.133693,-41.3367767,Lupus
242.115183,-40.3368721,Lupus
242.097187,-39.3369713,Lupus
242.079706,-38.3370628,Lupus
242.062711,-37.3371506,Lupus
242.046147,-36.3372421,Lupus
242.030010,-35.3373260,Lupus
242.014275,-34.3374062,Lupus
241.998882,-33.3374901,Lupus
241.983862,-32.3375702,Lupus
241.969185,-31.3376465,Lupus
241.954794,-30.3377247,Lupus
241.947699,-29.8377628,Scorpius
240.944309,-29.8483524,Scorpius
239.940948,-29.8588333,Scorpius
238.937344,-29.8692093,Scorpius
237.933641,-29.8794708,Scorpius
236.929980,-29.8896160,Libra
235.926060,-29.8996429,Libra
234.922014,-29.9095497,Libra
233.918066,-29.9193306,Libra
232.913847,-29.9289837,Libra
231.909528,-29.9385071,Libra
230.905251,-29.9478931,Libra
229.900746,-29.9571457,Libra
228.896127,-29.9662590,Libra
227.891579,-29.9752293,Libra
226.886787,-29.9840546,Libra
225.881896,-29.9927330,Libra
225.630769,-29.9948788,Hydra
225.642256,-30.9948311,Centaurus
225.653973,-31.9947777,Centaurus
225.665961,-32.9947281,Centaurus
225.678221,-33.9946785,Centaurus
225.690765,-34.9946213,Centaurus
225.703626,-35.9945679,Centaurus
225.716816,-36.9945145,Centaurus
225.730347,-37.9944534,Centaurus
225.744267,-38.9943962,Centaurus
225.758571,-39.9943352,Centaurus
225.773321,-40.9942703,Centaurus
225.788512,-41.9942055,Centaurus
225.796279,-42.4941750,Centaurus
224.788369,-42.5026894,Centaurus
223.780317,-42.5110474,Centaurus
222.772279,-42.5192528,Centaurus
221.763954,-42.5272980,Centaurus
220.755501,-42.5351830,Centaurus
219.747061,-42.5429001,Centaurus
218.738351,-42.5504532,Centaurus
217.729526,-42.5578384,Centaurus
216.720714,-42.5650520,Centaurus
215.711646,-42.5720901,Centaurus
214.702462,-42.5789566,Centaurus
214.450264,-42.5806465,Centaurus
117.293622,35.1918793,Gemini
116.297550,35.2028008,Gemini
115.301199,35.2138100,Gemini
114.304711,35.2249107,Gemini
113.308239,35.2360916,Gemini
112.560719,35.2445297,Gemini
112.577898,36.2444344,Lynx
112.595529,37.2443314,Lynx
112.613632,38.2442322,Lynx
112.632243,39.2441292,Lynx
112.651391,40.2440186,Lynx
112.671111,41.2439079,Lynx
112.691445,42.2437897,Lynx
112.712431,43.2436714,Lynx
112.734124,44.2435493,Lynx
111.738474,44.2548599,Auriga
110.742631,44.2662430,Auriga
109.746744,44.2776985,Auriga
108.750514,44.2892227,Auriga
107.754099,44.3008156,Auriga
106.757634,44.3124657,Auriga
105.760818,44.3241730,Auriga
104.763809,44.3359375,Auriga
104.265303,44.3418388,Auriga
104.288864,45.3416977,Lynx
104.313284,46.3415527,Lynx
104.338604,47.3414040,Lynx
104.364903,48.3412476,Lynx
104.392261,49.3410873,Lynx
104.406359,49.8410034,Lynx
103.409643,49.8528366,Auriga
102.412842,49.8647118,Auriga
101.415639,49.8766365,Auriga
100.418201,49.8885956,Auriga
99.919459,49.8945885,Auriga
99.949042,50.8944130,Lynx
99.979927,51.8942223,Lynx
100.012214,52.8940315,Lynx
100.046031,53.8938293,Lynx
99.048586,53.9058380,Auriga
98.051011,53.9178734,Lynx
97.052986,53.9299393,Lynx
96.054690,53.9420280,Lynx
95.056244,53.9541321,Lynx
94.057366,53.9662552,Lynx
94.093308,54.9660339,Lynx
94.131089,55.9658089,Lynx
94.170871,56.9655685,Lynx
94.212849,57.9653091,Lynx
94.257239,58.9650421,Lynx
94.304280,59.9647560,Lynx
94.354241,60.9644547,Lynx
94.407456,61.9641266,Camelopardalis
95.405796,61.9520073,Camelopardalis
96.403591,61.9399071,Camelopardalis
97.401144,61.9278297,Camelopardalis
98.398311,61.9157715,Camelopardalis
99.394934,61.9037437,Lynx
100.391314,61.8917503,Lynx
101.387307,61.8797874,Lynx
102.382758,61.8678665,Lynx
103.377979,61.8559837,Lynx
104.372821,61.8441505,Lynx
105.367134,61.8323669,Lynx
106.361217,61.8206367,Lynx
107.354922,61.8089600,Lynx
107.851552,61.8031464,Camelopardalis
107.800842,60.8034477,Camelopardalis
107.753197,59.8037262,Lynx
108.746910,59.7921333,Lynx
109.740135,59.7806129,Lynx
110.733183,59.7691536,Lynx
111.725879,59.7577705,Lynx
112.718096,59.7464600,Lynx
113.710134,59.7352295,Lynx
114.701836,59.7240791,Lynx
115.693074,59.7130165,Lynx
116.684139,59.7020416,Lynx
117.674868,59.6911545,Lynx
118.665139,59.6803665,Lynx
119.655261,59.6696777,Lynx
120.645060,59.6590843,Lynx
121.634403,59.6486015,Lynx
122.129101,59.6433983,Lynx
123.118001,59.6330757,Lynx
124.106741,59.6228676,Lynx
125.095182,59.6127701,Lynx
126.083206,59.6027946,Lynx
127.071075,59.5929375,Lynx
128.058657,59.5832024,Lynx
128.799134,59.5759888,Ursa Major
128.762412,58.5761642,Ursa Major
128.727721,57.5763321,Ursa Major
128.694892,56.5764923,Ursa Major
128.663749,55.5766411,Ursa Major
128.634166,54.5767860,Ursa Major
128.605986,53.5769234,Ursa Major
128.579121,52.5770531,Ursa Major
128.553442,51.5771751,Ursa Major
128.528881,50.5772972,Ursa Major
128.505334,49.5774117,Ursa Major
128.482732,48.5775185,Ursa Major
128.461004,47.5776253,Ursa Major
128.440104,46.5777283,Lynx
129.431991,46.5681725,Lynx
130.423879,46.5587463,Lynx
131.415582,46.5494576,Lynx
132.406983,46.5403023,Lynx
133.398357,46.5312881,Lynx
134.389587,46.5224190,Lynx
135.380502,46.5136909,Lynx
136.371417,46.5051117,Lynx
137.362174,46.4966812,Lynx
138.352632,46.4884071,Lynx
139.343089,46.4802856,Lynx
139.590711,46.4782791,Ursa Major
139.573974,45.4783440,Ursa Major
139.557824,44.4784126,Ursa Major
139.542217,43.4784737,Ursa Major
139.527126,42.4785347,Ursa Major
139.512491,41.4785957,Lynx
140.504193,41.4706573,Lynx
141.495909,41.4628830,Lynx
142.487526,41.4552689,Lynx
143.478870,41.4478188,Lynx
144.470257,41.4405365,Lynx
145.461544,41.4334221,Lynx
145.709238,41.4316750,Leo Minor
145.696893,40.4317169,Leo Minor
145.684905,39.4317551,Leo Minor
145.681972,39.1817665,Leo Minor
144.690184,39.1888428,Leo Minor
143.698169,39.1960869,Leo Minor
142.706051,39.2034988,Leo Minor
141.713962,39.2110786,Leo Minor
140.721631,39.2188187,Leo Minor
140.708685,38.2188683,Leo Minor
140.696082,37.2189217,Leo Minor
140.683822,36.2189674,Leo Minor
140.671863,35.2190132,Leo Minor
140.660190,34.2190628,Leo Minor
140.648804,33.2191048,Leo Minor
140.645985,32.9691162,Leo
139.651980,32.9770317,Cancer
138.658047,32.9851036,Cancer
137.663869,32.9933357,Cancer
136.669606,33.0017204,Cancer
135.675402,33.0102539,Cancer
134.680938,33.0189362,Cancer
133.686390,33.0277672,Cancer
132.691899,33.0367393,Cancer
131.697150,33.0458527,Cancer
130.702286,33.0551033,Cancer
129.707479,33.0644913,Cancer
128.712431,33.0740128,Cancer
127.717252,33.0836601,Cancer
126.722116,33.0934372,Cancer
125.726737,33.1033363,Cancer
124.731244,33.1133575,Cancer
123.735780,33.1234970,Cancer
122.740059,33.1337509,Cancer
121.993231,33.1415138,Cancer
120.997309,33.1519623,Gemini
120.001416,33.1625137,Gemini
119.005251,33.1731682,Gemini
118.258080,33.1812286,Gemini
118.273701,34.1811409,Lynx
118.289709,35.1810532,Lynx
289.159584,25.7210789,Lyra
288.157826,25.7095146,Lyra
287.156152,25.6978874,Lyra
286.154737,25.6862011,Vulpecula
285.153266,25.6744576,Vulpecula
284.277162,25.6641407,Hercules
284.269867,26.1640968,Hercules
283.268538,26.1522560,Hercules
282.267322,26.1403713,Hercules
281.266365,26.1284447,Hercules
280.265351,26.1164799,Hercules
279.264450,26.1044788,Hercules
278.263807,26.0924473,Hercules
277.263108,26.0803871,Hercules
276.762886,26.0743504,Hercules
276.747780,27.0742588,Hercules
276.732416,28.0741653,Hercules
276.716737,29.0740719,Hercules
276.700773,30.0739765,Hercules
275.700159,30.0618801,Hercules
274.699631,30.0497665,Hercules
273.824386,30.0391560,Hercules
273.808021,31.0390549,Hercules
273.791341,32.0389557,Hercules
273.774261,33.0388527,Hercules
273.756809,34.0387459,Hercules
273.738929,35.0386391,Hercules
273.720618,36.0385284,Hercules
273.701820,37.0384102,Hercules
273.682537,38.0382957,Hercules
273.662711,39.0381775,Hercules
273.642339,40.0380516,Hercules
273.621341,41.0379257,Hercules
273.599682,42.0377960,Hercules
273.577338,43.0376549,Hercules
273.554277,44.0375175,Hercules
273.530388,45.0373726,Hercules
273.505668,46.0372238,Hercules
273.480034,47.0370674,Hercules
273.466874,47.5369873,Hercules
274.342376,47.5476036,Lyra
275.343274,47.5597229,Lyra
276.344433,47.5718231,Lyra
277.345649,47.5839043,Lyra
278.347263,47.5959625,Lyra
279.349107,47.6079903,Lyra
280.351009,47.6199875,Lyra
281.353311,47.6319504,Lyra
282.355842,47.6438751,Draco
283.358460,47.6557541,Draco
284.361449,47.6675911,Draco
285.364666,47.6793747,Draco
286.367941,47.6911049,Draco
287.120647,47.6998672,Draco
288.124494,47.7114944,Cygnus
288.375521,47.7143936,Cygnus
288.400526,46.7145386,Lyra
288.424616,45.7146759,Lyra
288.447847,44.7148132,Lyra
288.470307,43.7149391,Lyra
289.473781,43.7264824,Cygnus
290.477571,43.7379570,Cygnus
291.481561,43.7493591,Cygnus
291.983527,43.7550354,Cygnus
292.004814,42.7551537,Lyra
292.025414,41.7552719,Lyra
292.045354,40.7553825,Lyra
292.064724,39.7554932,Lyra
292.083549,38.7556000,Lyra
292.101831,37.7556992,Lyra
292.119656,36.7558022,Lyra
291.492604,36.7487144,Lyra
291.510029,35.7488136,Lyra
291.527024,34.7489090,Lyra
291.543616,33.7490044,Lyra
291.559811,32.7490921,Lyra
291.575632,31.7491817,Lyra
291.591139,30.7492733,Lyra
291.598777,30.2493153,Lyra
290.596504,30.2379227,Lyra
290.095252,30.2321968,Lyra
290.110416,29.2322826,Lyra
290.125293,28.2323685,Lyra
290.132646,27.7324085,Lyra
290.147094,26.7324924,Lyra
290.161314,25.7325745,Lyra
110.850412,-83.7714920,Octans
109.745364,-84.7654343,Octans
109.019709,-85.2614441,Octans
107.975242,-85.2498703,Mensa
106.933409,-85.2382278,Mensa
105.894384,-85.2265320,Mensa
104.857844,-85.2147751,Mensa
103.823926,-85.2029648,Mensa
102.792792,-85.1911011,Mensa
101.764119,-85.1791992,Mensa
100.738041,-85.1672516,Mensa
99.714711,-85.1552658,Mensa
98.693812,-85.1432419,Mensa
97.675488,-85.1311951,Mensa
96.659868,-85.1191254,Mensa
95.646636,-85.1070251,Mensa
94.635922,-85.0949097,Mensa
93.627885,-85.0827866,Mensa
92.622192,-85.0706482,Mensa
91.618974,-85.0585022,Octans
90.618367,-85.0463562,Octans
89.620064,-85.0342026,Octans
88.624170,-85.0220566,Octans
87.630844,-85.0099258,Octans
86.639749,-84.9978027,Octans
85.651023,-84.9856949,Octans
84.664800,-84.9736023,Octans
83.680752,-84.9615326,Octans
82.698999,-84.9494934,Octans
81.719677,-84.9374771,Octans
80.742474,-84.9254990,Octans
79.767516,-84.9135590,Octans
78.794911,-84.9016495,Octans
77.824351,-84.8897934,Octans
76.855966,-84.8779755,Octans
75.889864,-84.8662109,Octans
74.925742,-84.8544998,Octans
73.963716,-84.8428421,Octans
73.003906,-84.8312454,Octans
72.046008,-84.8197021,Octans
71.090126,-84.8082352,Octans
70.136382,-84.7968369,Octans
69.184470,-84.7854996,Octans
68.234504,-84.7742462,Octans
67.286604,-84.7630615,Octans
66.340462,-84.7519684,Octans
65.396182,-84.7409515,Octans
64.453890,-84.7300186,Octans
63.513279,-84.7191772,Octans
62.574456,-84.7084274,Octans
61.637542,-84.6977692,Octans
60.702224,-84.6872101,Octans
59.768622,-84.6767426,Octans
58.836840,-84.6663895,Octans
57.906582,-84.6561356,Octans
56.977959,-84.6459885,Octans
56.051084,-84.6359482,Octans
55.125649,-84.6260223,Octans
54.201768,-84.6162109,Octans
53.279547,-84.6065140,Octans
52.358697,-84.5969391,Octans
51.439316,-84.5874863,Octans
50.521524,-84.5781555,Octans
49.605014,-84.5689468,Octans
48.689894,-84.5598679,Octans
48.232920,-84.5553818,Octans
49.148169,-83.5598526,Mensa
49.819099,-82.5631256,Mensa
50.091656,-82.0644531,Mensa
50.545996,-81.0666733,Mensa
50.909682,-80.0684433,Mensa
51.207529,-79.0698929,Mensa
51.456059,-78.0711060,Mensa
51.666691,-77.0721283,Mensa
51.847579,-76.0730133,Mensa
52.004696,-75.0737839,Mensa
52.075782,-74.5741272,Mensa
53.048497,-74.5836639,Mensa
54.021642,-74.5933380,Mensa
54.995512,-74.6031265,Mensa
55.969974,-74.6130371,Mensa
56.944889,-74.6230698,Mensa
57.920562,-74.6332169,Mensa
58.896847,-74.6434784,Mensa
59.873607,-74.6538467,Mensa
60.851146,-74.6643219,Mensa
61.829324,-74.6748962,Mensa
62.808001,-74.6855774,Mensa
63.787486,-74.6963501,Mensa
64.767630,-74.7072220,Mensa
65.748296,-74.7181854,Mensa
66.729777,-74.7292328,Mensa
67.711944,-74.7403641,Mensa
67.957485,-74.7431641,Mensa
68.112015,-73.7440414,Mensa
68.249094,-72.7448273,Mensa
68.371604,-71.7455215,Mensa
68.481802,-70.7461472,Mensa
68.581524,-69.7467194,Mensa
69.569307,-69.7580032,Mensa
70.557611,-69.7693634,Mensa
71.546295,-69.7807999,Mensa
72.535657,-69.7923050,Mensa
73.525557,-69.8038712,Mensa
74.515851,-69.8155060,Mensa
75.506831,-69.8271942,Mensa
76.498361,-69.8389435,Mensa
77.490285,-69.8507385,Mensa
78.482916,-69.8625870,Mensa
79.476099,-69.8744736,Mensa
80.469704,-69.8864059,Mensa
81.464010,-69.8983765,Mensa
82.458881,-69.9103851,Mensa
83.454172,-69.9224167,Mensa
84.450180,-69.9344788,Mensa
85.446768,-69.9465637,Mensa
86.443777,-69.9586716,Mensa
87.441516,-69.9707947,Mensa
88.439827,-69.9829254,Mensa
89.438566,-69.9950638,Mensa
90.438037,-70.0072174,Mensa
91.438094,-70.0193634,Mensa
92.438586,-70.0315094,Mensa
93.439815,-70.0436478,Mensa
94.441623,-70.0557861,Mensa
95.443861,-70.0679016,Mensa
96.446842,-70.0800018,Mensa
97.450411,-70.0920792,Mensa
98.454423,-70.1041336,Volans
98.345726,-71.1034851,Volans
98.225347,-72.1027603,Volans
98.091237,-73.1019592,Volans
97.940784,-74.1010513,Volans
97.770709,-75.1000366,Mensa
98.776624,-75.1120758,Volans
99.783339,-75.1240997,Volans
100.790706,-75.1360779,Volans
101.799022,-75.1480255,Volans
102.808134,-75.1599274,Volans
103.817904,-75.1717911,Volans
104.828617,-75.1836014,Volans
105.840124,-75.1953583,Volans
106.852269,-75.2070618,Volans
107.865364,-75.2187119,Volans
108.879246,-75.2302933,Volans
109.893765,-75.2418060,Volans
110.909221,-75.2532501,Volans
111.925456,-75.2646255,Volans
112.942314,-75.2759171,Volans
113.960109,-75.2871246,Volans
114.214704,-75.2899170,Volans
114.032979,-76.2889252,Chamaleon
113.823288,-77.2877808,Chamaleon
113.578462,-78.2864380,Chamaleon
113.288706,-79.2848587,Chamaleon
112.940169,-80.2829437,Chamaleon
112.512704,-81.2806015,Chamaleon
111.975768,-82.2776642,Chamaleon
111.652114,-82.7758865,Chamaleon
307.149840,-44.0900993,Sagittarius
307.131071,-43.0901909,Sagittarius
307.112876,-42.0902786,Sagittarius
307.095279,-41.0903664,Sagittarius
307.078171,-40.0904503,Sagittarius
307.061577,-39.0905342,Sagittarius
307.045440,-38.0906143,Sagittarius
307.029762,-37.0906906,Sagittarius
307.014484,-36.0907669,Sagittarius
306.999579,-35.0908394,Sagittarius
306.985044,-34.0909081,Sagittarius
306.970826,-33.0909805,Sagittarius
306.956949,-32.0910492,Sagittarius
306.943359,-31.0911140,Sagittarius
306.930084,-30.0911827,Sagittarius
306.917039,-29.0912457,Sagittarius
306.904249,-28.0913086,Sagittarius
306.897956,-27.5913391,Sagittarius
307.894134,-27.5815849,Microscopium
308.890257,-27.5719585,Microscopium
309.886122,-27.5624638,Microscopium
310.882072,-27.5530987,Microscopium
311.877909,-27.5438709,Microscopium
312.873544,-27.5347843,Microscopium
313.869239,-27.5258369,Microscopium
314.864874,-27.5170345,Microscopium
315.860224,-27.5083790,Microscopium
316.855687,-27.4998722,Microscopium
317.851066,-27.4915161,Microscopium
318.846244,-27.4833164,Microscopium
319.841481,-27.4752731,Microscopium
320.836659,-27.4673901,Microscopium
321.831636,-27.4596672,Microscopium
321.841479,-28.4596291,Microscopium
321.851491,-29.4595928,Microscopium
321.861735,-30.4595509,Microscopium
321.872176,-31.4595127,Microscopium
321.882849,-32.4594727,Microscopium
321.893749,-33.4594269,Microscopium
321.904906,-34.4593849,Microscopium
321.916351,-35.4593430,Microscopium
321.928053,-36.4592972,Microscopium
321.940098,-37.4592514,Microscopium
321.952429,-38.4592056,Microscopium
321.965131,-39.4591522,Microscopium
321.978207,-40.4591064,Microscopium
321.991681,-41.4590530,Microscopium
322.005558,-42.4589996,Microscopium
322.019892,-43.4589462,Microscopium
322.034712,-44.4588890,Microscopium
322.042321,-44.9588585,Indus
321.051864,-44.9665451,Indus
320.061150,-44.9743919,Indus
319.070321,-44.9824028,Indus
318.079462,-44.9905663,Indus
317.088346,-44.9988861,Indus
316.097088,-45.0073547,Indus
315.105829,-45.0159760,Indus
314.114284,-45.0247421,Indus
313.122569,-45.0336533,Indus
312.130851,-45.0427055,Indus
311.138820,-45.0518990,Indus
310.146646,-45.0612297,Indus
309.154443,-45.0706902,Indus
308.161954,-45.0802803,Indus
307.169295,-45.0900002,Telescopium
95.189302,-3.0534899,Monoceros
95.201441,-2.0535634,Monoceros
95.213564,-1.0536368,Monoceros
95.225681,-0.0537102,Monoceros
95.237789,0.9462164,Monoceros
95.249913,1.9461430,Monoceros
95.262051,2.9460695,Monoceros
95.274202,3.9459958,Monoceros
95.286391,4.9459219,Monoceros
95.298615,5.9458480,Monoceros
95.310881,6.9457736,Monoceros
95.323204,7.9456992,Monoceros
95.335586,8.9456244,Monoceros
95.348031,9.9455481,Monoceros
96.347666,9.9334478,Monoceros
96.360176,10.9333725,Monoceros
